,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio,Total_Trans_Amt,Total_Trans_Ct,avg_spend,cluster_label,Education_Level,Card_Category
1825,41,3,3,5471.0,1342,0.245,4002.0,67,59.73134328358209,2,Post-Graduate,Blue
1826,31,5,3,4332.0,1313,0.303,4093.0,84,48.726190476190474,2,Uneducated,Blue
1827,36,3,3,2340.0,1101,0.471,4501.0,68,66.19117647058823,2,High School,Blue
1830,29,5,3,8823.0,0,0.0,4453.0,84,53.01190476190476,2,Post-Graduate,Blue
1831,52,4,3,2002.0,1188,0.593,3735.0,73,51.16438356164384,2,Uneducated,Blue
1832,36,3,2,4998.0,1626,0.325,4329.0,61,70.9672131147541,2,Post-Graduate,Blue
1833,48,3,5,1638.0,0,0.0,1702.0,36,47.27777777777778,2,Post-Graduate,Blue
1834,32,1,3,1789.0,0,0.0,2784.0,49,56.816326530612244,2,Uneducated,Blue
1835,36,3,4,3524.0,1306,0.371,4252.0,78,54.51282051282051,2,Unknown,Blue
1836,36,5,3,1571.0,0,0.0,4580.0,74,61.891891891891895,2,Graduate,Blue
1838,44,5,3,2205.0,1659,0.752,4813.0,77,62.506493506493506,2,Unknown,Blue
1840,30,5,3,4038.0,1530,0.379,2400.0,41,58.53658536585366,2,Graduate,Blue
1845,34,2,3,7077.0,0,0.0,2619.0,41,63.8780487804878,2,Unknown,Blue
1852,40,5,4,2509.0,450,0.179,2239.0,47,47.638297872340424,2,Uneducated,Blue
1853,36,3,5,2426.0,0,0.0,4918.0,81,60.71604938271605,2,High School,Blue
1855,29,6,3,2118.0,1189,0.561,4541.0,60,75.68333333333334,2,Graduate,Blue
1866,46,3,3,1606.0,0,0.0,4548.0,76,59.8421052631579,2,Graduate,Blue
1871,34,4,3,2223.0,632,0.284,2538.0,49,51.795918367346935,2,High School,Blue
1872,36,6,3,2896.0,0,0.0,4970.0,85,58.470588235294116,2,Post-Graduate,Blue
1874,40,5,4,1438.3,0,0.0,2207.0,41,53.829268292682926,2,Unknown,Blue
1876,36,5,3,1516.0,0,0.0,2709.0,54,50.166666666666664,2,Graduate,Blue
1878,40,4,2,4490.0,1989,0.443,4346.0,70,62.08571428571429,2,High School,Blue
1880,43,5,3,1438.3,787,0.547,4830.0,79,61.139240506329116,2,Graduate,Blue
1886,46,5,3,1871.0,1339,0.716,4553.0,90,50.58888888888889,2,High School,Blue
1888,39,4,4,1852.0,0,0.0,4339.0,82,52.91463414634146,2,Unknown,Blue
1893,40,6,4,13709.0,813,0.059,2511.0,40,62.775,2,High School,Blue
1894,40,5,2,1438.3,661,0.46,4463.0,87,51.298850574712645,2,Uneducated,Blue
1895,44,6,3,7866.0,0,0.0,4238.0,55,77.05454545454545,2,Graduate,Blue
1896,36,4,3,2190.0,1299,0.593,5026.0,77,65.27272727272727,2,High School,Blue
1900,36,4,3,6043.0,0,0.0,4256.0,78,54.56410256410256,2,Post-Graduate,Blue
1901,48,3,3,1438.3,0,0.0,4210.0,75,56.13333333333333,2,High School,Blue
1905,31,6,3,4972.0,0,0.0,4524.0,72,62.833333333333336,2,High School,Blue
1906,47,3,3,13565.0,0,0.0,3705.0,69,53.69565217391305,2,Graduate,Silver
1909,30,5,3,5302.0,2414,0.455,4284.0,74,57.891891891891895,2,Graduate,Blue
1911,44,4,3,2303.0,540,0.234,3440.0,46,74.78260869565217,2,Graduate,Blue
1915,39,6,3,12890.0,0,0.0,2216.0,51,43.450980392156865,2,Graduate,Blue
1919,30,3,3,14670.0,1900,0.13,4221.0,83,50.855421686746986,2,High School,Blue
1922,36,6,3,6925.0,0,0.0,2506.0,36,69.61111111111111,2,Uneducated,Blue
1923,39,4,3,2021.0,1182,0.585,4209.0,77,54.66233766233766,2,High School,Blue
1927,42,6,3,25658.0,1721,0.067,4498.0,85,52.917647058823526,2,Graduate,Blue
1933,35,3,3,34516.0,0,0.0,2227.0,44,50.61363636363637,2,High School,Gold
1937,35,6,3,1781.0,0,0.0,2196.0,35,62.74285714285714,2,College,Blue
1939,31,4,5,4311.0,822,0.191,4965.0,94,52.819148936170215,2,Graduate,Blue
1950,43,1,3,1643.0,526,0.32,2520.0,38,66.3157894736842,2,Unknown,Blue
1960,36,4,2,3137.0,959,0.306,2925.0,41,71.34146341463415,2,Graduate,Blue
1967,41,3,3,2372.0,1148,0.484,4418.0,80,55.225,2,Doctorate,Blue
1970,37,3,3,5951.0,0,0.0,4160.0,84,49.523809523809526,2,High School,Blue
1974,40,5,3,10317.0,642,0.062,3939.0,60,65.65,2,College,Blue
1979,53,5,5,7501.0,2517,0.336,2280.0,49,46.53061224489796,2,Unknown,Blue
1983,36,6,3,4049.0,0,0.0,4003.0,73,54.83561643835616,2,Graduate,Blue
1985,36,3,3,6538.0,0,0.0,2132.0,33,64.60606060606061,2,Graduate,Blue
1987,34,2,3,1689.0,0,0.0,1588.0,37,42.91891891891892,2,Unknown,Blue
1988,51,3,5,1614.0,0,0.0,1690.0,38,44.473684210526315,2,Uneducated,Blue
1991,36,4,5,2352.0,2176,0.91323,5209.0,93,56.01075268817204,2,Post-Graduate,Blue
1993,36,4,3,9642.0,1431,0.148,2172.0,33,65.81818181818181,2,College,Blue
1995,35,3,3,1855.0,0,0.0,2544.0,27,94.22222222222223,2,Unknown,Blue
1997,33,5,3,3001.0,0,0.0,2577.0,39,66.07692307692308,2,Unknown,Blue
2001,34,6,3,3499.0,1759,0.503,3972.0,67,59.28358208955224,2,Doctorate,Blue
2002,28,6,3,18295.0,0,0.0,4827.0,70,68.95714285714286,2,Graduate,Blue
2006,34,4,3,15370.0,686,0.045,4106.0,71,57.83098591549296,2,High School,Blue
2007,44,5,3,1677.0,0,0.0,2477.0,45,55.044444444444444,2,Graduate,Blue
2009,30,5,3,1579.0,900,0.57,4354.0,70,62.2,2,High School,Blue
2016,30,4,3,1889.0,0,0.0,2479.0,46,53.891304347826086,2,Graduate,Blue
2017,36,6,4,1438.3,0,0.0,2116.0,38,55.68421052631579,2,Uneducated,Blue
2024,39,3,2,3028.0,1339,0.442,4144.0,64,64.75,2,Post-Graduate,Blue
2028,49,5,3,5466.0,0,0.0,4435.0,79,56.139240506329116,2,Uneducated,Blue
2030,29,3,3,1460.0,0,0.0,2329.0,36,64.69444444444444,2,Graduate,Blue
2036,36,3,3,1565.0,944,0.603,4798.0,73,65.72602739726027,2,Graduate,Blue
2037,44,6,3,1544.0,0,0.0,1902.0,35,54.34285714285714,2,Graduate,Blue
2040,38,4,5,2799.0,2412,0.862,4634.0,91,50.92307692307692,2,Graduate,Blue
2041,52,4,5,12398.0,0,0.0,4228.0,93,45.46236559139785,2,Unknown,Blue
2044,42,6,4,1910.0,1431,0.749,5253.0,82,64.0609756097561,2,Uneducated,Blue
2046,36,3,5,1438.3,1055,0.734,4532.0,78,58.1025641025641,2,Uneducated,Blue
2047,33,4,4,3119.0,1328,0.426,4659.0,82,56.81707317073171,2,College,Blue
2048,43,3,3,1438.3,910,0.633,2370.0,44,53.86363636363637,2,Unknown,Blue
2049,41,3,5,3128.0,749,0.239,4369.0,59,74.05084745762711,2,Uneducated,Blue
2053,36,5,4,3033.0,0,0.0,4921.0,90,54.67777777777778,2,Unknown,Blue
2054,36,5,4,5204.0,0,0.0,5285.0,82,64.45121951219512,2,Graduate,Blue
2055,46,3,3,2429.0,1250,0.515,4761.0,99,48.09090909090909,2,Graduate,Blue
2056,32,6,3,2624.0,1117,0.426,3929.0,67,58.64179104477612,2,Graduate,Blue
2057,36,1,3,3546.0,0,0.0,2616.0,47,55.659574468085104,2,High School,Blue
2059,34,5,4,13587.0,2374,0.175,4995.0,88,56.76136363636363,2,Graduate,Blue
2060,39,6,4,2781.0,992,0.357,4577.0,81,56.50617283950617,2,High School,Blue
2062,36,5,5,1438.3,0,0.0,4565.0,84,54.345238095238095,2,College,Blue
2064,46,3,3,8961.0,1382,0.154,4408.0,80,55.1,2,Graduate,Blue
2067,36,5,3,2188.0,1067,0.488,4537.0,66,68.74242424242425,2,Graduate,Blue
2068,31,5,3,2369.0,1019,0.43,4317.0,66,65.4090909090909,2,Unknown,Blue
2069,36,4,3,4970.0,1591,0.32,5023.0,78,64.3974358974359,2,Graduate,Blue
2071,32,6,3,4373.0,0,0.0,2397.0,46,52.108695652173914,2,College,Blue
2073,32,6,3,1897.0,0,0.0,2866.0,47,60.97872340425532,2,Uneducated,Blue
2074,38,6,4,7182.0,1774,0.247,4294.0,67,64.08955223880596,2,Uneducated,Blue
2077,50,6,5,1438.3,876,0.609,4815.0,62,77.66129032258064,2,Graduate,Blue
2079,46,4,5,28229.0,287,0.01,2281.0,45,50.68888888888889,2,Post-Graduate,Silver
2080,36,3,3,2762.0,0,0.0,2571.0,44,58.43181818181818,2,Unknown,Blue
2083,30,3,3,6811.0,0,0.0,1937.0,39,49.666666666666664,2,Uneducated,Blue
2087,36,5,3,4316.0,0,0.0,1920.0,53,36.22641509433962,2,Uneducated,Blue
2088,34,4,3,24868.0,794,0.032,2510.0,32,78.4375,2,Unknown,Blue
2091,31,6,3,3222.0,0,0.0,5154.0,80,64.425,2,Graduate,Blue
2094,44,6,4,2030.0,1262,0.622,4851.0,84,57.75,2,Graduate,Blue
2098,36,3,3,2286.0,0,0.0,5199.0,83,62.63855421686747,2,Unknown,Blue
2101,34,5,3,16547.0,0,0.0,1561.0,41,38.073170731707314,2,College,Silver
2102,51,3,4,3808.0,713,0.187,4845.0,88,55.05681818181818,2,Unknown,Blue
2109,37,3,4,3745.0,1291,0.345,4956.0,88,56.31818181818182,2,Post-Graduate,Blue
2110,36,6,3,26690.0,0,0.0,4363.0,76,57.4078947368421,2,Graduate,Blue
2115,37,5,3,1717.0,0,0.0,3004.0,46,65.30434782608695,2,Uneducated,Blue
2117,41,5,4,5068.0,991,0.196,5173.0,64,80.828125,2,Doctorate,Blue
2119,36,4,3,10457.0,2148,0.205,4649.0,74,62.82432432432432,2,High School,Blue
2120,39,5,3,12610.0,1123,0.089,4199.0,67,62.67164179104478,2,Graduate,Blue
2121,39,4,3,1610.0,0,0.0,4958.0,87,56.98850574712644,2,Graduate,Blue
2123,39,3,4,4036.0,1329,0.329,5315.0,82,64.8170731707317,2,Graduate,Blue
2124,36,3,3,34516.0,1453,0.042,4147.0,76,54.56578947368421,2,Graduate,Silver
2125,34,6,4,2105.0,0,0.0,4190.0,67,62.53731343283582,2,Graduate,Blue
2127,41,4,2,2915.0,1494,0.513,4235.0,73,58.013698630136986,2,Post-Graduate,Blue
2128,42,5,4,2423.0,268,0.111,2516.0,59,42.644067796610166,2,High School,Blue
2132,36,6,2,3232.0,1346,0.416,5102.0,69,73.94202898550725,2,Doctorate,Blue
2138,42,6,4,27437.0,0,0.0,4660.0,79,58.9873417721519,2,College,Silver
2142,33,6,4,14713.0,905,0.062,4125.0,82,50.30487804878049,2,Graduate,Blue
2143,36,4,3,2708.0,0,0.0,2321.0,45,51.577777777777776,2,Doctorate,Blue
2144,36,5,4,1681.0,0,0.0,5416.0,82,66.04878048780488,2,High School,Blue
2147,38,3,3,1438.3,0,0.0,4594.0,86,53.41860465116279,2,Uneducated,Blue
2148,32,1,3,1438.3,0,0.0,2388.0,42,56.857142857142854,2,Doctorate,Blue
2149,36,4,3,4696.0,0,0.0,4828.0,62,77.87096774193549,2,High School,Blue
2150,36,5,3,2566.0,1079,0.42,2340.0,36,65.0,2,Graduate,Blue
2151,50,4,4,1698.0,0,0.0,4371.0,74,59.067567567567565,2,Unknown,Blue
2158,40,5,3,2493.0,1655,0.664,4473.0,76,58.85526315789474,2,Graduate,Blue
2160,31,6,3,3261.0,1730,0.531,4242.0,65,65.26153846153846,2,Graduate,Blue
2163,36,3,3,5590.0,0,0.0,1507.0,32,47.09375,2,Graduate,Blue
2164,36,5,2,1734.0,980,0.565,4313.0,92,46.880434782608695,2,High School,Blue
2166,29,4,3,7298.0,0,0.0,4512.0,72,62.666666666666664,2,Graduate,Blue
2167,29,5,4,3600.0,746,0.207,4184.0,61,68.59016393442623,2,High School,Blue
2174,36,5,3,3006.0,879,0.292,5125.0,87,58.9080459770115,2,Uneducated,Blue
2177,28,5,3,3911.0,0,0.0,2867.0,42,68.26190476190476,2,Uneducated,Blue
2179,37,4,3,8128.0,2344,0.288,4251.0,80,53.1375,2,Graduate,Blue
2180,38,3,4,34516.0,0,0.0,1592.0,35,45.48571428571429,2,Graduate,Blue
2183,36,6,3,1438.3,788,0.548,4297.0,65,66.1076923076923,2,Graduate,Blue
2184,36,4,2,4786.0,1516,0.317,4973.0,74,67.20270270270271,2,Doctorate,Blue
2185,31,3,3,1438.3,0,0.0,5001.0,91,54.956043956043956,2,Graduate,Blue
2188,36,6,2,2015.0,807,0.4,5209.0,76,68.53947368421052,2,Graduate,Blue
2192,41,2,3,3423.0,0,0.0,2229.0,45,49.53333333333333,2,Graduate,Blue
2195,36,3,3,1824.0,0,0.0,4594.0,86,53.41860465116279,2,High School,Blue
2196,39,6,3,9248.0,0,0.0,2325.0,45,51.666666666666664,2,Unknown,Blue
2199,36,2,3,5357.0,2139,0.399,1979.0,48,41.229166666666664,2,College,Blue
2200,38,4,2,2542.0,850,0.334,4972.0,79,62.936708860759495,2,Uneducated,Blue
2202,39,6,4,2851.0,0,0.0,3916.0,64,61.1875,2,High School,Blue
2206,27,4,3,22863.0,927,0.041,4071.0,69,59.0,2,Unknown,Blue
2208,36,5,4,8919.0,2231,0.25,3923.0,73,53.73972602739726,2,Graduate,Blue
2209,38,4,4,2792.0,1375,0.492,4364.0,62,70.38709677419355,2,Unknown,Blue
2210,43,5,4,1532.0,1183,0.772,4359.0,78,55.88461538461539,2,Uneducated,Blue
2211,36,1,3,1883.0,400,0.212,1954.0,45,43.422222222222224,2,Uneducated,Blue
2213,38,5,3,5536.0,0,0.0,4281.0,82,52.207317073170735,2,High School,Blue
2215,38,3,3,1438.3,0,0.0,1687.0,38,44.39473684210526,2,Unknown,Blue
2216,39,4,3,3076.0,0,0.0,2580.0,50,51.6,2,College,Blue
2217,45,5,3,6053.0,577,0.095,5035.0,64,78.671875,2,Unknown,Blue
2219,46,5,4,3424.0,1333,0.389,4485.0,61,73.52459016393442,2,Graduate,Blue
2231,41,4,2,2596.0,868,0.334,4801.0,72,66.68055555555556,2,Uneducated,Blue
2233,42,5,4,3879.0,1214,0.313,5158.0,79,65.29113924050633,2,High School,Blue
2234,46,6,3,5130.0,2048,0.399,4601.0,88,52.28409090909091,2,Graduate,Blue
2235,36,1,3,3606.0,0,0.0,1829.0,41,44.609756097560975,2,Uneducated,Blue
2240,39,3,3,2212.0,0,0.0,2394.0,55,43.527272727272724,2,Graduate,Blue
2242,36,4,3,2317.0,0,0.0,2214.0,41,54.0,2,Post-Graduate,Blue
2244,36,4,3,1438.3,0,0.0,4311.0,77,55.98701298701299,2,College,Blue
2257,42,3,3,7116.0,693,0.097,4759.0,81,58.75308641975309,2,High School,Blue
2261,44,3,3,2300.0,1598,0.695,4287.0,84,51.035714285714285,2,Uneducated,Blue
2263,33,4,3,2918.0,0,0.0,2056.0,54,38.074074074074076,2,Graduate,Blue
2266,34,2,4,4617.0,1035,0.224,1779.0,35,50.82857142857143,2,College,Blue
2268,46,1,3,2272.0,1350,0.594,2354.0,49,48.04081632653061,2,College,Blue
2271,36,5,3,1438.3,863,0.6,4482.0,67,66.8955223880597,2,Unknown,Blue
2280,36,5,3,1438.3,0,0.0,4432.0,71,62.42253521126761,2,Unknown,Blue
2284,36,3,3,6384.0,2034,0.319,4413.0,83,53.16867469879518,2,High School,Blue
2286,40,6,3,1474.0,843,0.572,4452.0,65,68.49230769230769,2,Uneducated,Blue
2288,41,4,2,5397.0,2336,0.433,4734.0,96,49.3125,2,Graduate,Blue
2289,27,3,3,21839.0,960,0.044,5623.0,94,59.819148936170215,2,Graduate,Blue
2290,42,6,3,1991.0,0,0.0,4527.0,66,68.5909090909091,2,Uneducated,Blue
2292,38,4,3,1438.3,0,0.0,4601.0,78,58.98717948717949,2,Graduate,Blue
2293,31,3,3,2712.0,0,0.0,2307.0,28,82.39285714285714,2,Uneducated,Blue
2295,45,3,3,3296.0,1435,0.435,4327.0,66,65.56060606060606,2,Graduate,Blue
2297,43,4,3,1438.3,786,0.546,4094.0,64,63.96875,2,College,Blue
2300,36,6,3,9599.0,2356,0.245,4754.0,84,56.595238095238095,2,High School,Blue
2302,38,3,3,2926.0,716,0.245,4219.0,78,54.08974358974359,2,Post-Graduate,Blue
2312,40,3,3,2492.0,1410,0.566,4374.0,75,58.32,2,Doctorate,Blue
2313,44,5,3,17827.0,0,0.0,5010.0,88,56.93181818181818,2,Unknown,Blue
2319,35,4,3,3241.0,0,0.0,2152.0,43,50.04651162790697,2,Uneducated,Blue
2320,33,3,3,4836.0,493,0.102,1870.0,45,41.55555555555556,2,High School,Blue
2326,36,3,3,10016.0,1872,0.187,2804.0,37,75.78378378378379,2,Graduate,Blue
2327,45,5,3,4523.0,1841,0.407,5112.0,87,58.758620689655174,2,College,Blue
2330,36,2,3,3187.0,986,0.309,2381.0,47,50.659574468085104,2,Uneducated,Blue
2336,44,3,3,11561.0,2189,0.189,2153.0,39,55.205128205128204,2,Uneducated,Blue
2337,39,5,3,2867.0,1209,0.422,5311.0,81,65.5679012345679,2,Graduate,Blue
2339,36,3,3,9560.0,0,0.0,4601.0,66,69.71212121212122,2,High School,Blue
2340,41,2,3,5275.0,1490,0.282,4213.0,74,56.932432432432435,2,Graduate,Blue
2342,42,3,3,1621.0,618,0.381,4815.0,83,58.01204819277108,2,Unknown,Blue
2349,34,2,3,5195.0,468,0.09,2682.0,48,55.875,2,Uneducated,Blue
2352,42,3,3,3096.0,0,0.0,4709.0,87,54.12643678160919,2,College,Blue
2353,39,2,3,3157.0,965,0.306,3300.0,58,56.89655172413793,2,Uneducated,Blue
2354,46,2,5,5218.0,1907,0.365,4658.0,85,54.8,2,Unknown,Blue
2357,47,3,3,6629.0,2517,0.38,2599.0,50,51.98,2,High School,Blue
2362,51,2,5,1438.3,0,0.0,2607.0,37,70.45945945945945,2,High School,Blue
2363,43,3,3,10431.0,2163,0.207,4598.0,69,66.6376811594203,2,College,Blue
2364,31,2,5,2153.0,1392,0.647,4268.0,85,50.21176470588235,2,Graduate,Blue
2368,33,4,3,4047.0,0,0.0,2134.0,34,62.76470588235294,2,Graduate,Blue
2369,44,2,3,1854.0,794,0.428,4035.0,80,50.4375,2,Graduate,Blue
2370,39,3,3,5384.0,1396,0.259,4338.0,75,57.84,2,High School,Blue
2376,32,2,3,8203.0,0,0.0,2613.0,46,56.80434782608695,2,High School,Blue
2377,47,2,4,4789.0,357,0.075,2496.0,41,60.8780487804878,2,College,Blue
2378,31,5,3,2391.0,0,0.0,2857.0,40,71.425,2,Graduate,Blue
2384,47,2,3,2343.0,1780,0.76,5167.0,78,66.24358974358974,2,High School,Blue
2388,35,2,3,6074.0,0,0.0,4504.0,90,50.044444444444444,2,Uneducated,Blue
2391,28,2,3,5666.0,1393,0.246,5015.0,90,55.72222222222222,2,Uneducated,Blue
2392,36,5,3,1663.0,1012,0.609,2729.0,38,71.8157894736842,2,Doctorate,Blue
2393,36,1,3,5039.0,2489,0.494,4770.0,74,64.45945945945945,2,College,Blue
2394,32,2,3,8314.0,1349,0.162,5028.0,80,62.85,2,Graduate,Blue
2395,34,1,3,2798.0,1049,0.375,5758.0,87,66.183908045977,2,High School,Blue
2396,34,2,3,1754.0,894,0.51,4874.0,79,61.69620253164557,2,Graduate,Blue
2405,36,2,3,4287.0,0,0.0,4874.0,82,59.4390243902439,2,Graduate,Blue
2407,41,1,3,2485.0,861,0.346,4728.0,81,58.370370370370374,2,College,Blue
2408,43,1,3,5254.0,0,0.0,4546.0,89,51.07865168539326,2,College,Blue
2412,36,2,3,2145.0,0,0.0,2465.0,42,58.69047619047619,2,High School,Blue
2417,30,2,3,9317.0,847,0.091,4121.0,81,50.876543209876544,2,College,Blue
2419,42,1,5,1471.0,0,0.0,2253.0,48,46.9375,2,Graduate,Blue
2420,36,2,3,1438.3,0,0.0,2418.0,48,50.375,2,Graduate,Blue
2421,43,1,3,1745.0,1168,0.669,4562.0,67,68.08955223880596,2,Graduate,Blue
2425,31,4,3,1567.0,0,0.0,2138.0,41,52.146341463414636,2,Uneducated,Blue
2437,44,5,3,1483.0,0,0.0,2520.0,40,63.0,2,Graduate,Blue
2440,48,4,3,3819.0,1882,0.493,4533.0,68,66.66176470588235,2,Unknown,Blue
2442,36,3,3,7772.0,0,0.0,2618.0,52,50.34615384615385,2,High School,Blue
2443,50,3,5,8688.0,0,0.0,2361.0,41,57.58536585365854,2,Graduate,Blue
2444,36,2,2,4953.0,2039,0.412,4026.0,53,75.9622641509434,2,Graduate,Blue
2446,39,1,3,1632.0,0,0.0,2509.0,47,53.38297872340426,2,Unknown,Blue
2451,33,1,3,3420.0,1405,0.411,4267.0,75,56.89333333333333,2,College,Blue
2457,33,1,3,1604.0,0,0.0,2264.0,47,48.170212765957444,2,Doctorate,Blue
2458,46,6,4,1632.0,351,0.215,2532.0,43,58.883720930232556,2,Graduate,Blue
2459,34,1,3,34516.0,2517,0.073,2051.0,41,50.02439024390244,2,Unknown,Blue
2460,39,5,3,1438.3,819,0.569,2488.0,44,56.54545454545455,2,Unknown,Blue
2461,41,1,4,3229.0,2517,0.779,4526.0,95,47.642105263157895,2,High School,Blue
2465,36,2,3,4762.0,0,0.0,2811.0,52,54.05769230769231,2,College,Blue
2467,39,2,3,2268.0,651,0.287,5016.0,88,57.0,2,Unknown,Blue
2470,38,1,3,4072.0,1594,0.391,4317.0,83,52.01204819277108,2,Doctorate,Blue
2474,47,1,4,2295.0,0,0.0,2140.0,40,53.5,2,Unknown,Blue
2475,38,2,3,1438.3,0,0.0,2389.0,49,48.755102040816325,2,Graduate,Blue
2477,36,4,3,4754.0,0,0.0,2607.0,41,63.58536585365854,2,High School,Blue
2479,36,1,2,4255.0,1729,0.406,3607.0,75,48.093333333333334,2,High School,Blue
2480,53,1,3,3029.0,2214,0.731,4750.0,89,53.37078651685393,2,High School,Blue
2481,39,6,3,1791.0,0,0.0,2771.0,36,76.97222222222223,2,Graduate,Blue
2485,32,2,3,25645.0,1083,0.042,4302.0,63,68.28571428571429,2,Unknown,Blue
2486,51,1,4,4257.0,2517,0.591,2828.0,50,56.56,2,Graduate,Blue
2487,29,2,3,3422.0,0,0.0,4486.0,74,60.62162162162162,2,Graduate,Blue
2489,30,1,3,2033.0,841,0.414,4360.0,95,45.89473684210526,2,Graduate,Blue
2493,43,2,3,28673.0,0,0.0,3722.0,69,53.94202898550725,2,High School,Silver
2494,35,2,3,8566.0,1484,0.173,4195.0,89,47.13483146067416,2,Uneducated,Blue
2495,49,5,5,10533.0,330,0.031,2585.0,48,53.854166666666664,2,Graduate,Blue
2497,43,2,3,2174.0,785,0.361,3890.0,78,49.87179487179487,2,Graduate,Blue
2498,42,1,3,2215.0,1347,0.608,4656.0,72,64.66666666666667,2,High School,Blue
2503,36,2,3,4878.0,2098,0.43,5021.0,84,59.773809523809526,2,Graduate,Blue
2504,37,2,3,6250.0,1835,0.294,4042.0,60,67.36666666666666,2,Graduate,Blue
2505,43,1,3,3683.0,1039,0.282,4684.0,86,54.46511627906977,2,Graduate,Blue
2508,35,1,3,1438.3,0,0.0,4246.0,83,51.1566265060241,2,College,Blue
2512,45,2,3,1438.3,0,0.0,1988.0,42,47.333333333333336,2,Graduate,Blue
2518,32,2,3,27169.0,0,0.0,3906.0,87,44.89655172413793,2,Graduate,Blue
2520,36,2,3,4752.0,2437,0.513,3946.0,63,62.63492063492063,2,Graduate,Blue
2521,35,2,3,1706.0,0,0.0,2320.0,42,55.23809523809524,2,Uneducated,Blue
2522,35,6,3,5492.0,1573,0.286,2416.0,45,53.68888888888889,2,High School,Blue
2524,36,1,3,2751.0,1158,0.421,4861.0,82,59.28048780487805,2,High School,Blue
2525,36,2,3,32777.0,0,0.0,4520.0,75,60.266666666666666,2,College,Blue
2528,36,2,3,2246.0,0,0.0,3607.0,51,70.72549019607843,2,Doctorate,Blue
2529,27,1,3,24987.0,824,0.033,3995.0,64,62.421875,2,Unknown,Blue
2531,36,2,3,1439.0,0,0.0,5047.0,79,63.88607594936709,2,Uneducated,Blue
2536,34,1,3,6272.0,1434,0.229,4514.0,66,68.39393939393939,2,Graduate,Blue
2539,38,1,3,2305.0,1173,0.509,5106.0,74,69.0,2,Uneducated,Blue
2541,36,2,3,6990.0,876,0.125,4861.0,77,63.12987012987013,2,Unknown,Blue
2547,31,2,3,34516.0,2517,0.073,3990.0,65,61.38461538461539,2,High School,Blue
2554,36,2,3,1677.0,0,0.0,4035.0,87,46.37931034482759,2,High School,Blue
2564,34,1,3,5756.0,860,0.149,5298.0,72,73.58333333333333,2,Unknown,Blue
2565,36,2,3,1912.0,0,0.0,4851.0,87,55.758620689655174,2,Graduate,Blue
2570,36,5,3,1438.3,0,0.0,2464.0,37,66.5945945945946,2,Unknown,Blue
2572,47,1,3,4262.0,2517,0.591,3943.0,75,52.57333333333333,2,Graduate,Blue
2574,30,1,3,3092.0,909,0.294,4797.0,87,55.13793103448276,2,Uneducated,Blue
2575,31,1,3,2984.0,0,0.0,4878.0,86,56.72093023255814,2,Graduate,Blue
2576,38,1,3,2186.0,1017,0.465,4629.0,77,60.116883116883116,2,Uneducated,Blue
2577,45,1,3,1789.0,1156,0.646,5110.0,75,68.13333333333334,2,Graduate,Blue
2578,34,2,3,7551.0,0,0.0,2977.0,46,64.71739130434783,2,Graduate,Blue
2581,48,2,4,3089.0,1177,0.381,5237.0,75,69.82666666666667,2,High School,Blue
2582,48,1,3,2456.0,1654,0.673,4468.0,84,53.19047619047619,2,College,Blue
2585,30,2,3,2969.0,0,0.0,4109.0,70,58.7,2,Uneducated,Blue
2593,47,1,3,1727.0,996,0.577,5112.0,82,62.34146341463415,2,College,Blue
2595,35,2,3,6330.0,1573,0.248,3029.0,52,58.25,2,College,Blue
2599,36,1,3,11409.0,1658,0.145,4677.0,58,80.63793103448276,2,Graduate,Silver
2601,36,1,3,8827.0,0,0.0,2643.0,50,52.86,2,College,Blue
2604,42,1,3,1477.0,0,0.0,4680.0,80,58.5,2,High School,Blue
2605,40,2,3,2672.0,1604,0.6,4766.0,75,63.54666666666667,2,College,Blue
2606,35,1,3,30300.0,1166,0.038,4146.0,64,64.78125,2,Post-Graduate,Blue
2609,36,1,3,7584.0,1834,0.242,4783.0,65,73.58461538461539,2,Graduate,Blue
2610,33,1,3,4963.0,2115,0.426,4989.0,78,63.96153846153846,2,Graduate,Blue
2611,36,2,3,18177.0,841,0.046,8512.0,94,90.55319148936171,2,High School,Blue
2612,41,3,3,2894.0,2117,0.732,7471.0,87,85.8735632183908,2,Uneducated,Blue
2613,32,3,4,34516.0,1807,0.052,7663.0,91,84.20879120879121,2,Post-Graduate,Blue
2617,36,2,3,1590.0,1273,0.801,7352.0,80,91.9,2,Post-Graduate,Blue
2620,37,3,3,2490.0,0,0.0,8178.0,91,89.86813186813187,2,Uneducated,Blue
2621,28,3,3,3453.0,1010,0.292,8108.0,85,95.38823529411765,2,Post-Graduate,Blue
2624,32,2,5,2948.0,968,0.328,7834.0,86,91.09302325581395,2,High School,Blue
2625,29,3,3,12294.0,2517,0.205,7906.0,87,90.8735632183908,2,Graduate,Blue
2635,35,3,3,6448.0,1464,0.227,7546.0,88,85.75,2,Graduate,Blue
2637,30,3,3,27720.0,2414,0.087,8520.0,89,95.73033707865169,2,Post-Graduate,Blue
2640,30,3,3,34516.0,2109,0.061,6832.0,87,78.52873563218391,2,Graduate,Blue
2642,36,2,3,34516.0,1273,0.037,4777.0,51,93.66666666666667,2,High School,Silver
