,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio,Total_Trans_Amt,Total_Trans_Ct,avg_spend,cluster_label,Education_Level,Card_Category
891,28,3,3,4683.0,2514,0.537,2010.0,45,44.666666666666664,0,Uneducated,Blue
892,22,6,1,10253.0,1857,0.181,3042.0,66,46.09090909090909,0,High School,Blue
893,36,6,1,21084.0,2517,0.119,2309.0,71,32.521126760563384,0,Graduate,Blue
894,26,3,2,23447.0,1515,0.065,2834.0,77,36.8051948051948,0,College,Blue
896,33,5,2,12685.0,0,0.0,4454.0,74,60.189189189189186,0,Uneducated,Silver
897,54,4,1,2759.0,2501,0.906,1650.0,34,48.529411764705884,0,Unknown,Blue
898,36,3,3,2976.0,1817,0.611,3332.0,60,55.53333333333333,0,Graduate,Blue
899,36,3,1,8184.0,1508,0.184,4134.0,71,58.225352112676056,0,College,Blue
900,37,6,1,2695.0,1657,0.615,4068.0,53,76.75471698113208,0,Unknown,Blue
901,32,4,2,20860.0,1496,0.072,3435.0,56,61.339285714285715,0,College,Blue
903,37,3,1,24580.0,2517,0.102,3069.0,62,49.5,0,Unknown,Blue
904,33,5,1,21165.0,735,0.035,3343.0,60,55.71666666666667,0,Unknown,Blue
905,33,3,2,9148.0,561,0.061,3451.0,59,58.49152542372882,0,Uneducated,Blue
906,15,4,1,10332.0,948,0.092,2914.0,67,43.492537313432834,0,High School,Silver
908,40,4,3,2783.0,2379,0.855,3897.0,74,52.66216216216216,0,College,Blue
910,36,3,2,10227.0,1695,0.166,3577.0,82,43.6219512195122,0,High School,Blue
911,34,4,1,2243.0,0,0.0,4023.0,63,63.857142857142854,0,Doctorate,Blue
912,33,3,1,3558.0,0,0.0,4136.0,65,63.63076923076923,0,College,Blue
913,25,3,3,18293.0,0,0.0,2958.0,63,46.95238095238095,0,Graduate,Blue
914,36,4,2,2999.0,0,0.0,3018.0,80,37.725,0,High School,Blue
915,32,3,1,7154.0,1472,0.206,3607.0,59,61.13559322033898,0,Graduate,Blue
916,54,3,1,5577.0,689,0.124,4256.0,70,60.8,0,Graduate,Blue
918,30,3,2,19711.0,0,0.0,3602.0,72,50.02777777777778,0,Graduate,Blue
919,36,5,1,34516.0,1316,0.038,3542.0,60,59.03333333333333,0,Graduate,Silver
920,36,3,1,2454.0,2060,0.839,3777.0,75,50.36,0,Unknown,Blue
922,24,4,2,3271.0,1367,0.418,2464.0,92,26.782608695652176,0,Uneducated,Blue
923,29,4,2,6733.0,1028,0.153,4444.0,72,61.72222222222222,0,Graduate,Blue
924,36,5,2,8667.0,1775,0.205,3939.0,69,57.08695652173913,0,Doctorate,Blue
925,36,4,1,1902.0,0,0.0,3731.0,53,70.39622641509433,0,Uneducated,Blue
927,20,6,3,12793.0,1650,0.129,2671.0,67,39.865671641791046,0,Uneducated,Silver
928,42,4,2,4834.0,0,0.0,1876.0,35,53.6,0,Unknown,Blue
930,26,3,2,2576.0,1754,0.681,2880.0,69,41.73913043478261,0,High School,Blue
931,35,4,2,33755.0,2301,0.068,3458.0,71,48.70422535211268,0,College,Blue
933,30,6,1,12952.0,1864,0.144,3472.0,51,68.07843137254902,0,Graduate,Silver
936,36,3,2,22906.0,1132,0.049,3204.0,64,50.0625,0,Graduate,Blue
937,29,6,2,30702.0,673,0.022,2652.0,64,41.4375,0,Graduate,Silver
938,36,3,2,19430.0,0,0.0,3650.0,80,45.625,0,Graduate,Blue
939,36,3,1,2708.0,2517,0.91323,2198.0,41,53.609756097560975,0,Unknown,Blue
940,51,3,3,23566.0,1147,0.049,4274.0,64,66.78125,0,Graduate,Blue
941,35,4,3,2532.0,2124,0.839,3400.0,76,44.73684210526316,0,High School,Blue
945,55,3,1,2586.0,0,0.0,3435.0,65,52.84615384615385,0,Graduate,Blue
946,21,5,3,3281.0,1272,0.388,2006.0,34,59.0,0,Graduate,Blue
947,42,6,1,7115.0,2000,0.281,3584.0,57,62.87719298245614,0,High School,Blue
952,39,3,2,24248.0,1020,0.042,3311.0,84,39.416666666666664,0,College,Blue
954,48,6,1,9517.0,1869,0.196,1453.0,26,55.88461538461539,0,Unknown,Blue
955,36,3,2,5317.0,0,0.0,2003.0,29,69.06896551724138,0,Unknown,Blue
957,36,4,1,6362.0,1705,0.268,5169.0,84,61.535714285714285,0,Graduate,Blue
958,36,5,3,1721.0,1037,0.603,2681.0,57,47.03508771929825,0,Uneducated,Blue
959,33,4,1,3498.0,0,0.0,2512.0,56,44.857142857142854,0,Graduate,Blue
960,23,6,3,20230.0,798,0.039,4314.0,82,52.609756097560975,0,Uneducated,Blue
962,33,4,2,8054.0,1023,0.127,3374.0,45,74.97777777777777,0,High School,Blue
963,18,3,3,12463.0,1319,0.106,3996.0,71,56.28169014084507,0,Unknown,Blue
965,55,3,2,7216.0,2321,0.322,1734.0,38,45.63157894736842,0,High School,Blue
968,30,6,2,2016.0,797,0.395,3772.0,62,60.83870967741935,0,Graduate,Blue
971,28,5,2,3490.0,1421,0.407,3392.0,80,42.4,0,College,Blue
972,36,3,1,2736.0,2043,0.747,4550.0,84,54.166666666666664,0,Post-Graduate,Blue
973,35,5,2,5195.0,0,0.0,3313.0,69,48.01449275362319,0,Unknown,Blue
975,55,6,1,34516.0,2517,0.073,3975.0,63,63.095238095238095,0,Unknown,Blue
976,36,3,1,2796.0,0,0.0,4820.0,74,65.13513513513513,0,Graduate,Blue
977,31,4,2,12386.0,980,0.079,3274.0,69,47.44927536231884,0,Graduate,Blue
981,36,2,3,3675.0,2517,0.685,1913.0,35,54.65714285714286,0,Uneducated,Blue
982,26,6,1,32866.0,2098,0.064,3788.0,76,49.8421052631579,0,Unknown,Blue
983,35,5,2,1438.3,0,0.0,3966.0,57,69.57894736842105,0,Uneducated,Blue
984,36,5,2,12856.0,0,0.0,3364.0,61,55.14754098360656,0,Graduate,Blue
986,36,6,1,21378.0,1284,0.06,3526.0,64,55.09375,0,Graduate,Blue
987,29,3,1,5387.0,795,0.148,2596.0,59,44.0,0,Unknown,Blue
988,34,5,1,11191.0,0,0.0,3914.0,71,55.12676056338028,0,Uneducated,Blue
989,36,3,2,4182.0,0,0.0,4046.0,57,70.98245614035088,0,Uneducated,Blue
990,23,5,2,5403.0,1854,0.343,4382.0,74,59.21621621621622,0,Graduate,Blue
991,38,1,2,4915.0,464,0.094,1474.0,36,40.94444444444444,0,High School,Blue
994,40,4,2,2498.0,2258,0.904,1839.0,29,63.41379310344828,0,High School,Blue
995,36,2,2,9569.0,0,0.0,1724.0,35,49.25714285714286,0,Graduate,Blue
996,28,6,2,3654.0,1172,0.321,4003.0,67,59.74626865671642,0,Graduate,Blue
999,36,6,1,2466.0,0,0.0,4059.0,66,61.5,0,Graduate,Blue
1000,30,4,1,13602.0,0,0.0,3582.0,69,51.91304347826087,0,Doctorate,Blue
1001,32,4,2,2485.0,1489,0.599,3697.0,77,48.01298701298701,0,High School,Blue
1002,36,6,1,1438.3,0,0.0,3880.0,74,52.432432432432435,0,College,Blue
1003,36,3,2,22956.0,1407,0.061,5554.0,64,86.78125,0,Unknown,Blue
1004,37,5,2,3943.0,1135,0.288,4180.0,82,50.97560975609756,0,Unknown,Blue
1005,43,3,2,5569.0,968,0.174,2600.0,60,43.333333333333336,0,Post-Graduate,Blue
1006,32,4,1,7966.0,1423,0.179,3780.0,75,50.4,0,High School,Blue
1007,36,4,3,2074.0,1688,0.814,4232.0,75,56.42666666666667,0,High School,Blue
1008,44,4,2,4988.0,0,0.0,3890.0,74,52.567567567567565,0,Uneducated,Blue
1011,41,3,2,9352.0,1429,0.153,3536.0,71,49.80281690140845,0,Graduate,Blue
1013,33,5,2,2021.0,1731,0.857,3253.0,62,52.46774193548387,0,Graduate,Blue
1014,36,5,2,2255.0,1733,0.769,4772.0,83,57.493975903614455,0,Graduate,Blue
1015,36,3,2,5746.0,1572,0.274,3446.0,56,61.535714285714285,0,Unknown,Blue
1019,27,6,3,1438.3,0,0.0,2598.0,59,44.03389830508475,0,Unknown,Blue
1022,31,3,2,34516.0,1067,0.031,4281.0,72,59.458333333333336,0,Unknown,Blue
1023,44,5,1,19272.0,1519,0.079,3398.0,67,50.71641791044776,0,High School,Blue
1025,36,5,1,7238.0,2111,0.292,2025.0,36,56.25,0,Graduate,Blue
1026,38,6,1,5366.0,968,0.18,4558.0,56,81.39285714285714,0,Uneducated,Blue
1027,39,6,2,5455.0,1217,0.223,3863.0,67,57.656716417910445,0,Unknown,Blue
1029,41,6,2,15641.0,2379,0.152,3769.0,76,49.5921052631579,0,Graduate,Blue
1030,34,5,3,2369.0,1405,0.593,3034.0,51,59.490196078431374,0,College,Blue
1031,27,5,3,14335.0,938,0.065,3610.0,75,48.13333333333333,0,Uneducated,Silver
1032,36,4,1,1976.0,1694,0.857,3675.0,81,45.370370370370374,0,Unknown,Blue
1033,30,3,1,3734.0,0,0.0,3144.0,62,50.70967741935484,0,Unknown,Blue
1034,27,3,2,11880.0,2025,0.17,1789.0,42,42.595238095238095,0,Graduate,Blue
1035,37,5,2,4188.0,0,0.0,3492.0,69,50.608695652173914,0,Unknown,Blue
1036,36,6,3,2295.0,1015,0.442,3366.0,82,41.048780487804876,0,High School,Blue
1039,36,4,2,1928.0,1125,0.584,2190.0,30,73.0,0,College,Blue
1041,26,6,3,33408.0,0,0.0,3754.0,77,48.753246753246756,0,Graduate,Blue
1042,31,3,3,2934.0,2517,0.858,2484.0,55,45.163636363636364,0,Graduate,Blue
1043,36,6,1,7084.0,0,0.0,3838.0,66,58.15151515151515,0,College,Blue
1044,36,3,1,8896.0,1338,0.15,4252.0,70,60.74285714285714,0,Doctorate,Blue
1045,33,6,2,17165.0,1153,0.067,4063.0,62,65.53225806451613,0,Graduate,Blue
1047,47,5,2,7030.0,994,0.141,3211.0,69,46.53623188405797,0,High School,Blue
1048,34,6,1,7210.0,782,0.108,4249.0,75,56.653333333333336,0,Graduate,Blue
1051,25,3,3,10534.0,0,0.0,3456.0,72,48.0,0,Graduate,Blue
1052,54,3,2,2721.0,0,0.0,2088.0,37,56.432432432432435,0,Graduate,Blue
1053,44,5,2,3104.0,1791,0.577,4006.0,76,52.71052631578947,0,Uneducated,Blue
1054,40,4,2,34516.0,1185,0.034,3874.0,72,53.80555555555556,0,Graduate,Blue
1055,36,3,1,10998.0,1586,0.144,2237.0,33,67.78787878787878,0,Unknown,Blue
1057,32,3,2,21718.0,2386,0.11,3492.0,66,52.90909090909091,0,High School,Blue
1059,43,6,1,1816.0,1052,0.579,4175.0,65,64.23076923076923,0,College,Blue
1060,36,4,1,9037.0,1544,0.171,1627.0,27,60.25925925925926,0,Graduate,Blue
1062,32,6,1,5916.0,983,0.166,3752.0,75,50.026666666666664,0,Unknown,Blue
1063,33,5,1,9442.0,838,0.089,3157.0,63,50.111111111111114,0,High School,Blue
1065,38,4,1,8101.0,1266,0.156,3226.0,53,60.867924528301884,0,Graduate,Blue
1066,55,5,1,14963.0,1616,0.108,3242.0,58,55.89655172413793,0,College,Blue
1068,24,4,3,2310.0,1306,0.565,4343.0,74,58.689189189189186,0,Graduate,Blue
1069,30,6,2,9771.0,1776,0.182,2778.0,53,52.41509433962264,0,Graduate,Blue
1072,39,5,2,34516.0,1461,0.042,3416.0,70,48.8,0,Uneducated,Silver
1078,31,6,2,18584.0,2446,0.132,3504.0,64,54.75,0,Graduate,Blue
1080,40,6,2,5376.0,804,0.15,4511.0,74,60.95945945945946,0,Doctorate,Blue
1082,27,4,1,5341.0,0,0.0,1955.0,47,41.59574468085106,0,Doctorate,Blue
1084,29,2,2,7498.0,2319,0.309,1676.0,51,32.86274509803921,0,High School,Blue
1085,40,6,2,5450.0,1674,0.307,3722.0,77,48.33766233766234,0,High School,Blue
1086,36,2,3,3250.0,1721,0.53,1714.0,32,53.5625,0,Uneducated,Blue
1087,36,6,1,12590.0,931,0.074,4182.0,78,53.61538461538461,0,Uneducated,Silver
1089,30,3,2,6006.0,1576,0.262,3199.0,65,49.215384615384615,0,Unknown,Blue
1090,34,6,3,3269.0,1601,0.49,3966.0,74,53.5945945945946,0,Unknown,Blue
1091,34,4,2,28262.0,1483,0.052,3855.0,66,58.40909090909091,0,High School,Blue
1092,32,5,2,34516.0,1182,0.034,2440.0,54,45.18518518518518,0,High School,Silver
1093,36,6,1,14164.0,1525,0.108,3749.0,59,63.54237288135593,0,Unknown,Blue
1094,41,4,1,1752.0,611,0.349,4864.0,76,64.0,0,Post-Graduate,Blue
1097,43,4,2,6649.0,1781,0.268,1609.0,28,57.464285714285715,0,Unknown,Blue
1098,36,6,1,2797.0,850,0.304,3652.0,64,57.0625,0,Doctorate,Blue
1099,15,3,1,10693.0,2517,0.235,4138.0,76,54.44736842105263,0,High School,Blue
1100,38,6,3,3026.0,1888,0.624,3687.0,58,63.56896551724138,0,Graduate,Blue
1102,30,5,2,11277.0,1747,0.155,2033.0,56,36.30357142857143,0,Uneducated,Blue
1104,36,6,1,11533.0,1418,0.123,4038.0,63,64.0952380952381,0,High School,Silver
1106,42,6,2,34516.0,1230,0.036,2100.0,38,55.26315789473684,0,Graduate,Silver
1108,38,5,3,2808.0,2264,0.806,3562.0,74,48.13513513513514,0,Uneducated,Blue
1109,16,6,3,34516.0,0,0.0,2655.0,64,41.484375,0,College,Silver
1110,36,6,2,11236.0,576,0.051,4253.0,80,53.1625,0,Post-Graduate,Blue
1111,27,3,3,2664.0,0,0.0,3906.0,74,52.78378378378378,0,Graduate,Blue
1117,40,5,2,10062.0,1149,0.114,1964.0,44,44.63636363636363,0,High School,Silver
1120,41,3,1,3521.0,672,0.191,3291.0,65,50.63076923076923,0,Graduate,Blue
1121,39,3,2,7323.0,0,0.0,4666.0,87,53.632183908045974,0,Uneducated,Blue
1125,31,5,1,25837.0,1812,0.07,3783.0,70,54.042857142857144,0,Unknown,Blue
1126,39,4,2,4389.0,981,0.224,3598.0,75,47.973333333333336,0,Graduate,Blue
1127,27,4,2,13429.0,1246,0.093,3929.0,66,59.53030303030303,0,Graduate,Blue
1133,41,4,3,2628.0,2195,0.835,3608.0,68,53.05882352941177,0,Graduate,Blue
1134,35,5,1,16054.0,0,0.0,3449.0,75,45.986666666666665,0,Uneducated,Blue
1136,39,3,1,12295.0,1292,0.105,4177.0,63,66.3015873015873,0,High School,Blue
1139,42,6,2,11634.0,0,0.0,4447.0,74,60.0945945945946,0,Post-Graduate,Blue
1140,42,3,2,15987.0,193,0.012,2021.0,46,43.93478260869565,0,Doctorate,Platinum
1141,52,3,2,3880.0,2517,0.649,3163.0,65,48.66153846153846,0,Unknown,Blue
1142,21,4,1,6899.0,0,0.0,3848.0,71,54.19718309859155,0,College,Blue
1143,41,4,2,30560.0,0,0.0,3736.0,55,67.92727272727272,0,Uneducated,Blue
1146,47,3,3,7477.0,1960,0.262,3618.0,76,47.60526315789474,0,Uneducated,Blue
1148,40,6,2,7333.0,875,0.119,3636.0,48,75.75,0,Uneducated,Blue
1150,15,4,2,2243.0,1944,0.867,3216.0,77,41.76623376623377,0,Uneducated,Blue
1153,26,3,1,2917.0,2216,0.76,4524.0,67,67.5223880597015,0,High School,Blue
1154,36,3,3,2568.0,1603,0.624,3616.0,85,42.54117647058823,0,Graduate,Blue
1156,36,3,3,2025.0,1701,0.84,4056.0,71,57.12676056338028,0,Graduate,Blue
1157,46,4,1,6249.0,2517,0.403,3988.0,68,58.64705882352941,0,Uneducated,Blue
1159,25,5,3,2772.0,1782,0.643,4739.0,88,53.85227272727273,0,Graduate,Blue
1160,26,4,1,2652.0,2496,0.91323,3691.0,58,63.63793103448276,0,Post-Graduate,Blue
1162,36,3,1,3167.0,1387,0.438,4587.0,76,60.35526315789474,0,Unknown,Blue
1163,30,3,1,3244.0,2260,0.697,2313.0,39,59.30769230769231,0,Graduate,Blue
1165,52,1,2,3091.0,2517,0.814,1844.0,49,37.63265306122449,0,Uneducated,Blue
1167,50,6,2,12698.0,2361,0.186,4425.0,75,59.0,0,High School,Blue
1170,30,5,2,1924.0,1471,0.765,3521.0,58,60.706896551724135,0,Post-Graduate,Blue
1174,28,2,3,1535.0,0,0.0,1921.0,41,46.853658536585364,0,Unknown,Blue
1175,35,4,4,1438.3,696,0.484,4307.0,76,56.671052631578945,0,College,Blue
1176,34,4,2,8109.0,541,0.067,3609.0,77,46.87012987012987,0,Unknown,Blue
1178,33,4,2,2097.0,1250,0.596,4148.0,71,58.42253521126761,0,College,Blue
1179,31,3,1,6292.0,0,0.0,3687.0,74,49.82432432432432,0,High School,Blue
1180,55,4,3,23566.0,1670,0.071,3129.0,79,39.607594936708864,0,Graduate,Blue
1181,27,4,2,4964.0,2316,0.467,3279.0,66,49.68181818181818,0,High School,Blue
1185,25,4,3,11721.0,1175,0.1,4187.0,73,57.35616438356164,0,Uneducated,Blue
1186,30,4,1,19595.0,610,0.031,4079.0,65,62.753846153846155,0,Graduate,Blue
1187,37,3,1,4786.0,0,0.0,4347.0,69,63.0,0,Graduate,Blue
1190,30,6,2,11550.0,1505,0.13,3891.0,76,51.19736842105263,0,High School,Blue
1191,38,6,2,3120.0,2517,0.807,2468.0,43,57.395348837209305,0,Graduate,Blue
1192,29,6,2,4663.0,0,0.0,3831.0,81,47.2962962962963,0,Graduate,Blue
1198,32,5,2,25190.0,0,0.0,1533.0,41,37.390243902439025,0,College,Blue
1200,36,3,2,1606.0,1578,0.91323,2418.0,44,54.95454545454545,0,Unknown,Blue
1202,36,4,2,9191.0,1666,0.181,4275.0,83,51.506024096385545,0,College,Blue
1203,35,3,1,2592.0,0,0.0,4177.0,85,49.141176470588235,0,College,Blue
1206,51,3,3,1438.3,0,0.0,3877.0,70,55.385714285714286,0,Graduate,Blue
1208,38,4,1,7357.0,1069,0.145,3943.0,64,61.609375,0,High School,Blue
1211,36,6,1,1996.0,1544,0.774,3760.0,69,54.492753623188406,0,College,Blue
1212,31,3,1,4098.0,1776,0.433,3939.0,84,46.892857142857146,0,Graduate,Blue
1214,48,4,3,3968.0,1374,0.346,4641.0,65,71.4,0,Graduate,Blue
1216,43,5,2,9619.0,1731,0.18,3690.0,76,48.55263157894737,0,Graduate,Blue
1217,44,5,2,19030.0,912,0.048,4137.0,72,57.458333333333336,0,High School,Blue
1219,46,4,2,10817.0,1142,0.106,3889.0,60,64.81666666666666,0,Graduate,Blue
1220,37,5,1,2149.0,1796,0.836,5228.0,93,56.215053763440864,0,College,Blue
1223,31,3,2,3809.0,1165,0.306,2306.0,46,50.130434782608695,0,Post-Graduate,Blue
1224,24,6,1,5544.0,1095,0.198,3829.0,55,69.61818181818182,0,Unknown,Blue
1225,42,4,1,2473.0,1263,0.511,4597.0,80,57.4625,0,High School,Blue
1229,24,3,2,3103.0,1783,0.575,4792.0,69,69.44927536231884,0,Graduate,Blue
1230,36,6,1,2695.0,0,0.0,4557.0,94,48.47872340425532,0,Graduate,Blue
1231,36,5,2,2494.0,1492,0.598,3407.0,61,55.85245901639344,0,Graduate,Blue
1232,36,6,1,5039.0,1352,0.268,3300.0,68,48.529411764705884,0,Uneducated,Blue
1233,37,3,1,12064.0,1312,0.109,4100.0,67,61.19402985074627,0,Graduate,Blue
1236,39,3,2,1773.0,0,0.0,1764.0,30,58.8,0,Unknown,Blue
1237,36,4,2,30666.0,1046,0.034,3709.0,66,56.196969696969695,0,Graduate,Blue
1239,32,3,1,3304.0,1370,0.415,3914.0,70,55.91428571428571,0,College,Blue
1240,36,4,1,7234.0,2000,0.276,4272.0,83,51.46987951807229,0,Graduate,Blue
1241,35,4,2,2262.0,0,0.0,4113.0,83,49.55421686746988,0,High School,Blue
1242,37,3,1,15626.0,1148,0.073,3386.0,65,52.09230769230769,0,High School,Blue
1245,49,3,2,15809.0,0,0.0,3109.0,48,64.77083333333333,0,Uneducated,Silver
1246,32,6,1,2493.0,831,0.333,4274.0,68,62.85294117647059,0,Unknown,Blue
1250,40,5,1,2514.0,2251,0.895,3942.0,65,60.646153846153844,0,High School,Blue
1251,52,6,3,32409.0,0,0.0,4218.0,66,63.90909090909091,0,High School,Blue
1252,38,4,1,2623.0,1714,0.653,5237.0,76,68.90789473684211,0,Graduate,Blue
1253,34,5,1,6401.0,1471,0.23,4465.0,63,70.87301587301587,0,Uneducated,Blue
1254,36,4,1,5506.0,2129,0.387,4024.0,62,64.90322580645162,0,Graduate,Blue
1255,34,5,3,2656.0,1166,0.439,4171.0,80,52.1375,0,Unknown,Blue
1256,37,2,2,1461.0,0,0.0,2176.0,40,54.4,0,College,Blue
1259,49,5,1,3949.0,2024,0.513,3495.0,64,54.609375,0,Graduate,Blue
1260,28,4,2,1478.0,524,0.355,2180.0,46,47.391304347826086,0,High School,Blue
1261,36,6,2,6836.0,1607,0.235,4421.0,74,59.74324324324324,0,Uneducated,Blue
1264,55,6,2,11524.0,0,0.0,3598.0,72,49.97222222222222,0,Graduate,Blue
1265,29,3,2,4205.0,2517,0.599,4256.0,69,61.68115942028985,0,Graduate,Blue
1266,49,4,3,2433.0,1947,0.8,4269.0,88,48.51136363636363,0,Graduate,Blue
1268,30,4,2,11926.0,1766,0.148,3778.0,84,44.976190476190474,0,Unknown,Blue
1272,28,3,2,1794.0,1019,0.568,4455.0,63,70.71428571428571,0,Uneducated,Blue
1273,26,5,1,2230.0,0,0.0,3766.0,63,59.77777777777778,0,Uneducated,Blue
1276,31,5,2,34516.0,1433,0.042,2589.0,57,45.421052631578945,0,Unknown,Silver
1280,22,3,3,20543.0,0,0.0,1874.0,42,44.61904761904762,0,Unknown,Blue
1281,36,6,2,17811.0,643,0.036,3748.0,79,47.44303797468354,0,Unknown,Blue
1283,40,4,2,13490.0,1672,0.124,4205.0,75,56.06666666666667,0,High School,Blue
1284,45,3,1,3476.0,1560,0.449,3496.0,58,60.275862068965516,0,Unknown,Blue
1285,36,6,2,16026.0,1160,0.072,4418.0,59,74.88135593220339,0,Graduate,Blue
1286,34,6,1,20755.0,2276,0.11,4615.0,79,58.41772151898734,0,Graduate,Blue
1288,42,5,1,10057.0,0,0.0,2383.0,42,56.73809523809524,0,High School,Blue
1289,27,6,2,2043.0,1725,0.844,5212.0,79,65.9746835443038,0,Graduate,Blue
1290,25,6,4,2978.0,0,0.0,3879.0,95,40.83157894736842,0,High School,Blue
1291,29,3,3,2017.0,1557,0.772,3875.0,75,51.666666666666664,0,College,Blue
1292,36,5,2,13613.0,1172,0.086,4253.0,84,50.63095238095238,0,Graduate,Blue
1293,36,3,3,2502.0,1488,0.595,3763.0,75,50.17333333333333,0,College,Blue
1294,36,5,1,2049.0,1460,0.713,3514.0,79,44.48101265822785,0,Graduate,Blue
1295,35,6,1,3560.0,751,0.211,4060.0,79,51.392405063291136,0,College,Blue
1296,36,3,2,1438.3,0,0.0,4553.0,78,58.37179487179487,0,Unknown,Blue
1298,36,5,1,5928.0,2517,0.425,3536.0,69,51.2463768115942,0,Unknown,Blue
1300,26,3,3,15195.0,0,0.0,2631.0,41,64.17073170731707,0,Doctorate,Blue
1302,38,5,2,34516.0,1662,0.048,3806.0,76,50.078947368421055,0,Graduate,Blue
1303,36,3,3,2585.0,1847,0.715,3480.0,64,54.375,0,Graduate,Blue
1304,42,3,2,1438.3,0,0.0,4102.0,78,52.58974358974359,0,Post-Graduate,Blue
1307,24,4,2,21114.0,0,0.0,3534.0,56,63.107142857142854,0,Graduate,Blue
1308,36,3,1,4141.0,1424,0.344,3512.0,65,54.03076923076923,0,Graduate,Blue
1309,34,4,2,2730.0,1970,0.722,3841.0,69,55.666666666666664,0,High School,Blue
1310,36,4,2,33771.0,0,0.0,3819.0,75,50.92,0,Uneducated,Silver
1311,44,5,2,3537.0,0,0.0,4726.0,78,60.58974358974359,0,Graduate,Blue
1315,31,4,2,7802.0,1885,0.242,4212.0,75,56.16,0,High School,Blue
1317,32,4,1,10007.0,1586,0.158,4309.0,77,55.96103896103896,0,Unknown,Blue
1318,20,4,2,3095.0,1488,0.481,4642.0,92,50.45652173913044,0,High School,Blue
1319,37,1,2,3607.0,0,0.0,2013.0,35,57.51428571428571,0,High School,Blue
1320,23,3,1,1954.0,1179,0.603,3896.0,67,58.149253731343286,0,Uneducated,Blue
1321,40,5,2,1845.0,1076,0.583,4319.0,76,56.828947368421055,0,Unknown,Blue
1322,41,2,3,2751.0,2253,0.819,2108.0,40,52.7,0,Uneducated,Blue
1325,18,6,1,1694.0,1074,0.634,3857.0,70,55.1,0,Graduate,Blue
1326,45,5,2,10859.0,1710,0.157,3987.0,64,62.296875,0,Graduate,Blue
1327,38,6,3,2960.0,1853,0.626,3921.0,63,62.23809523809524,0,Uneducated,Blue
1329,35,3,1,4092.0,622,0.152,5001.0,88,56.82954545454545,0,Graduate,Blue
1330,45,5,3,1854.0,1480,0.798,3292.0,73,45.0958904109589,0,College,Blue
1333,37,4,1,34516.0,0,0.0,1370.0,38,36.05263157894737,0,College,Blue
1334,28,6,2,1493.0,792,0.53,4131.0,80,51.6375,0,Unknown,Blue
1335,42,5,1,1507.0,961,0.638,4126.0,90,45.84444444444444,0,Uneducated,Blue
1336,36,3,1,18721.0,1568,0.084,4537.0,81,56.01234567901235,0,Unknown,Blue
1337,55,5,1,18550.0,0,0.0,2616.0,42,62.285714285714285,0,Graduate,Blue
1338,36,4,3,2650.0,1646,0.621,4512.0,80,56.4,0,Graduate,Blue
1339,33,3,1,2628.0,1771,0.674,4316.0,72,59.94444444444444,0,Graduate,Blue
1340,32,3,1,3056.0,2038,0.667,4734.0,73,64.84931506849315,0,Uneducated,Blue
1341,44,6,2,2650.0,1049,0.396,4218.0,64,65.90625,0,High School,Blue
1342,38,6,2,3343.0,1820,0.544,4507.0,63,71.53968253968254,0,Uneducated,Blue
1344,51,3,3,3875.0,1397,0.361,2312.0,49,47.183673469387756,0,High School,Blue
1345,26,6,2,20803.0,1747,0.084,4012.0,60,66.86666666666666,0,Post-Graduate,Blue
1346,46,3,1,34516.0,1718,0.05,5220.0,74,70.54054054054055,0,Graduate,Blue
1347,25,5,2,25256.0,966,0.038,2048.0,40,51.2,0,Graduate,Blue
1348,30,6,2,34516.0,1045,0.03,3574.0,75,47.653333333333336,0,High School,Gold
1353,37,5,1,2470.0,1961,0.794,4519.0,78,57.93589743589744,0,Graduate,Blue
1354,37,3,1,20695.0,1250,0.06,3924.0,82,47.853658536585364,0,Unknown,Blue
1355,42,3,2,5884.0,1382,0.235,4477.0,82,54.59756097560975,0,Unknown,Blue
1356,33,6,2,1724.0,0,0.0,4768.0,80,59.6,0,Unknown,Blue
1358,36,4,3,1986.0,1614,0.813,4442.0,64,69.40625,0,High School,Blue
1360,43,4,2,2974.0,2090,0.703,4297.0,88,48.82954545454545,0,High School,Blue
1363,23,6,3,1879.0,1486,0.791,5202.0,88,59.11363636363637,0,High School,Blue
1364,36,6,2,1438.3,0,0.0,4722.0,89,53.056179775280896,0,Post-Graduate,Blue
1365,28,3,1,1711.0,0,0.0,4496.0,77,58.38961038961039,0,Graduate,Blue
1366,48,3,2,2572.0,1969,0.766,4313.0,84,51.345238095238095,0,High School,Blue
1367,33,3,3,2088.0,975,0.467,2866.0,59,48.57627118644068,0,Unknown,Blue
1369,23,5,2,4761.0,1561,0.328,2045.0,53,38.58490566037736,0,Graduate,Blue
1370,45,4,1,1488.0,755,0.507,4451.0,65,68.47692307692307,0,Unknown,Blue
1371,27,3,1,19114.0,1754,0.092,4413.0,69,63.95652173913044,0,College,Blue
1373,55,4,2,2294.0,1582,0.69,3951.0,79,50.0126582278481,0,Graduate,Blue
1374,18,5,3,1663.0,0,0.0,3950.0,82,48.170731707317074,0,Graduate,Blue
1377,36,5,2,10543.0,0,0.0,1841.0,39,47.205128205128204,0,College,Blue
1378,42,6,2,17764.0,1459,0.082,2750.0,57,48.24561403508772,0,Graduate,Blue
